Tiempo|Ang|Med|Medf|PosX|PosY
0.0|(0.0, 0.018, 0.035, 0.053, 0.07, 0.088, 0.105, 0.123, 0.14, 0.158, 0.176, 0.193, 0.211, 0.228, 0.246, 0.263, 0.281, 0.298, 0.316, 0.333, 0.351, 0.369, 0.386, 0.404, 0.421, 0.439, 0.456, 0.474, 0.491, 0.509, 0.527, 0.544, 0.562, 0.579, 0.597, 0.614, 0.632, 0.649, 0.667, 0.684, 0.702, 0.72, 0.737, 0.755, 0.772, 0.79, 0.807, 0.825, 0.842, 0.86, 0.878, 0.895, 0.913, 0.93, 0.948, 0.965, 0.983, 1.0, 1.018, 1.035, 1.053, 1.071, 1.088, 1.106, 1.123, 1.141, 1.158, 1.176, 1.193, 1.211, 1.229, 1.246, 1.264, 1.281, 1.299, 1.316, 1.334, 1.351, 1.369, 1.387, 1.404, 1.422, 1.439, 1.457, 1.474, 1.492, 1.509, 1.527, 1.544, 1.562, 1.58, 1.597, 1.615, 1.632, 1.65, 1.667, 1.685, 1.702, 1.72, 1.738, 1.755, 1.773, 1.79, 1.808, 1.825, 1.843, 1.86, 1.878, 1.895, 1.913, 1.931, 1.948, 1.966, 1.983, 2.001, 2.018, 2.036, 2.053, 2.071, 2.089, 2.106, 2.124, 2.141, 2.159, 2.176, 2.194, 2.211, 2.229, 2.247, 2.264, 2.282, 2.299, 2.317, 2.334, 2.352, 2.369, 2.387, 2.404, 2.422, 2.44, 2.457, 2.475, 2.492, 2.51, 2.527, 2.545, 2.562, 2.58, 2.598, 2.615, 2.633, 2.65, 2.668, 2.685, 2.703, 2.72, 2.738, 2.755, 2.773, 2.791, 2.808, 2.826, 2.843, 2.861, 2.878, 2.896, 2.913, 2.931, 2.949, 2.966, 2.984, 3.001, 3.019, 3.036, 3.054, 3.071, 3.089, 3.106, 3.124, 3.142)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.771, 0.767, 0.729, 0.746, 0.697, 0.712, 0.721, 0.709, 0.706, 0.711, 0.727, 0.74, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.365, 0.361, 0.353, 0.362, 0.35, 0.345, 0.33, 0.334, 0.331, 0.334, 0.327, 0.327, 0.33, 0.332, 0.319, 0.32, 0.348, 0.337, 0.337, 0.333, 0.354, 0.361, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.771, 0.767, 0.729, 0.746, 0.697, 0.712, 0.721, 0.709, 0.706, 0.711, 0.727, 0.74, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.365, 0.361, 0.353, 0.362, 0.35, 0.345, 0.33, 0.334, 0.331, 0.334, 0.327, 0.327, 0.33, 0.332, 0.319, 0.32, 0.348, 0.337, 0.337, 0.333, 0.354, 0.361, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|0.264|0.972
0.01|(0.0, 0.018, 0.035, 0.053, 0.07, 0.088, 0.105, 0.123, 0.14, 0.158, 0.176, 0.193, 0.211, 0.228, 0.246, 0.263, 0.281, 0.298, 0.316, 0.333, 0.351, 0.369, 0.386, 0.404, 0.421, 0.439, 0.456, 0.474, 0.491, 0.509, 0.527, 0.544, 0.562, 0.579, 0.597, 0.614, 0.632, 0.649, 0.667, 0.684, 0.702, 0.72, 0.737, 0.755, 0.772, 0.79, 0.807, 0.825, 0.842, 0.86, 0.878, 0.895, 0.913, 0.93, 0.948, 0.965, 0.983, 1.0, 1.018, 1.035, 1.053, 1.071, 1.088, 1.106, 1.123, 1.141, 1.158, 1.176, 1.193, 1.211, 1.229, 1.246, 1.264, 1.281, 1.299, 1.316, 1.334, 1.351, 1.369, 1.387, 1.404, 1.422, 1.439, 1.457, 1.474, 1.492, 1.509, 1.527, 1.544, 1.562, 1.58, 1.597, 1.615, 1.632, 1.65, 1.667, 1.685, 1.702, 1.72, 1.738, 1.755, 1.773, 1.79, 1.808, 1.825, 1.843, 1.86, 1.878, 1.895, 1.913, 1.931, 1.948, 1.966, 1.983, 2.001, 2.018, 2.036, 2.053, 2.071, 2.089, 2.106, 2.124, 2.141, 2.159, 2.176, 2.194, 2.211, 2.229, 2.247, 2.264, 2.282, 2.299, 2.317, 2.334, 2.352, 2.369, 2.387, 2.404, 2.422, 2.44, 2.457, 2.475, 2.492, 2.51, 2.527, 2.545, 2.562, 2.58, 2.598, 2.615, 2.633, 2.65, 2.668, 2.685, 2.703, 2.72, 2.738, 2.755, 2.773, 2.791, 2.808, 2.826, 2.843, 2.861, 2.878, 2.896, 2.913, 2.931, 2.949, 2.966, 2.984, 3.001, 3.019, 3.036, 3.054, 3.071, 3.089, 3.106, 3.124, 3.142)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.783, 0.75, 0.748, 0.724, 0.725, 0.713, 0.708, 0.708, 0.714, 0.686, 0.721, 0.73, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.391, 0.358, 0.349, 0.35, 0.337, 0.333, 0.354, 0.324, 0.326, 0.341, 0.342, 0.327, 0.325, 0.329, 0.328, 0.317, 0.361, 0.324, 0.34, 0.337, 0.337, 0.344, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.78, 0.754, 0.743, 0.729, 0.718, 0.713, 0.712, 0.708, 0.712, 0.692, 0.723, 0.733, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.385, 0.359, 0.35, 0.353, 0.34, 0.336, 0.348, 0.327, 0.327, 0.339, 0.338, 0.327, 0.326, 0.33, 0.326, 0.318, 0.358, 0.327, 0.339, 0.336, 0.341, 0.348, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|0.259|0.974
0.02|(0.0, 0.018, 0.035, 0.053, 0.07, 0.088, 0.105, 0.123, 0.14, 0.158, 0.176, 0.193, 0.211, 0.228, 0.246, 0.263, 0.281, 0.298, 0.316, 0.333, 0.351, 0.369, 0.386, 0.404, 0.421, 0.439, 0.456, 0.474, 0.491, 0.509, 0.527, 0.544, 0.562, 0.579, 0.597, 0.614, 0.632, 0.649, 0.667, 0.684, 0.702, 0.72, 0.737, 0.755, 0.772, 0.79, 0.807, 0.825, 0.842, 0.86, 0.878, 0.895, 0.913, 0.93, 0.948, 0.965, 0.983, 1.0, 1.018, 1.035, 1.053, 1.071, 1.088, 1.106, 1.123, 1.141, 1.158, 1.176, 1.193, 1.211, 1.229, 1.246, 1.264, 1.281, 1.299, 1.316, 1.334, 1.351, 1.369, 1.387, 1.404, 1.422, 1.439, 1.457, 1.474, 1.492, 1.509, 1.527, 1.544, 1.562, 1.58, 1.597, 1.615, 1.632, 1.65, 1.667, 1.685, 1.702, 1.72, 1.738, 1.755, 1.773, 1.79, 1.808, 1.825, 1.843, 1.86, 1.878, 1.895, 1.913, 1.931, 1.948, 1.966, 1.983, 2.001, 2.018, 2.036, 2.053, 2.071, 2.089, 2.106, 2.124, 2.141, 2.159, 2.176, 2.194, 2.211, 2.229, 2.247, 2.264, 2.282, 2.299, 2.317, 2.334, 2.352, 2.369, 2.387, 2.404, 2.422, 2.44, 2.457, 2.475, 2.492, 2.51, 2.527, 2.545, 2.562, 2.58, 2.598, 2.615, 2.633, 2.65, 2.668, 2.685, 2.703, 2.72, 2.738, 2.755, 2.773, 2.791, 2.808, 2.826, 2.843, 2.861, 2.878, 2.896, 2.913, 2.931, 2.949, 2.966, 2.984, 3.001, 3.019, 3.036, 3.054, 3.071, 3.089, 3.106, 3.124, 3.142)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.783, 0.75, 0.748, 0.724, 0.725, 0.713, 0.708, 0.708, 0.714, 0.686, 0.721, 0.73, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.391, 0.358, 0.349, 0.35, 0.337, 0.333, 0.354, 0.324, 0.326, 0.341, 0.342, 0.327, 0.325, 0.329, 0.328, 0.317, 0.361, 0.324, 0.34, 0.337, 0.337, 0.344, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.783, 0.75, 0.748, 0.724, 0.725, 0.713, 0.708, 0.708, 0.714, 0.686, 0.721, 0.73, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.391, 0.358, 0.349, 0.35, 0.337, 0.333, 0.354, 0.324, 0.326, 0.341, 0.342, 0.327, 0.325, 0.329, 0.328, 0.317, 0.361, 0.324, 0.34, 0.337, 0.337, 0.344, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|0.254|0.976
0.03|(0.0, 0.018, 0.035, 0.053, 0.07, 0.088, 0.105, 0.123, 0.14, 0.158, 0.176, 0.193, 0.211, 0.228, 0.246, 0.263, 0.281, 0.298, 0.316, 0.333, 0.351, 0.369, 0.386, 0.404, 0.421, 0.439, 0.456, 0.474, 0.491, 0.509, 0.527, 0.544, 0.562, 0.579, 0.597, 0.614, 0.632, 0.649, 0.667, 0.684, 0.702, 0.72, 0.737, 0.755, 0.772, 0.79, 0.807, 0.825, 0.842, 0.86, 0.878, 0.895, 0.913, 0.93, 0.948, 0.965, 0.983, 1.0, 1.018, 1.035, 1.053, 1.071, 1.088, 1.106, 1.123, 1.141, 1.158, 1.176, 1.193, 1.211, 1.229, 1.246, 1.264, 1.281, 1.299, 1.316, 1.334, 1.351, 1.369, 1.387, 1.404, 1.422, 1.439, 1.457, 1.474, 1.492, 1.509, 1.527, 1.544, 1.562, 1.58, 1.597, 1.615, 1.632, 1.65, 1.667, 1.685, 1.702, 1.72, 1.738, 1.755, 1.773, 1.79, 1.808, 1.825, 1.843, 1.86, 1.878, 1.895, 1.913, 1.931, 1.948, 1.966, 1.983, 2.001, 2.018, 2.036, 2.053, 2.071, 2.089, 2.106, 2.124, 2.141, 2.159, 2.176, 2.194, 2.211, 2.229, 2.247, 2.264, 2.282, 2.299, 2.317, 2.334, 2.352, 2.369, 2.387, 2.404, 2.422, 2.44, 2.457, 2.475, 2.492, 2.51, 2.527, 2.545, 2.562, 2.58, 2.598, 2.615, 2.633, 2.65, 2.668, 2.685, 2.703, 2.72, 2.738, 2.755, 2.773, 2.791, 2.808, 2.826, 2.843, 2.861, 2.878, 2.896, 2.913, 2.931, 2.949, 2.966, 2.984, 3.001, 3.019, 3.036, 3.054, 3.071, 3.089, 3.106, 3.124, 3.142)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.783, 0.75, 0.748, 0.724, 0.725, 0.713, 0.708, 0.708, 0.714, 0.686, 0.721, 0.73, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.391, 0.358, 0.349, 0.35, 0.337, 0.333, 0.354, 0.324, 0.326, 0.341, 0.342, 0.327, 0.325, 0.329, 0.328, 0.317, 0.361, 0.324, 0.34, 0.337, 0.337, 0.344, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.783, 0.75, 0.748, 0.724, 0.725, 0.713, 0.708, 0.708, 0.714, 0.686, 0.721, 0.73, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.391, 0.358, 0.349, 0.35, 0.337, 0.333, 0.354, 0.324, 0.326, 0.341, 0.342, 0.327, 0.325, 0.329, 0.328, 0.317, 0.361, 0.324, 0.34, 0.337, 0.337, 0.344, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|0.25|0.977
0.04|(0.0, 0.018, 0.035, 0.053, 0.07, 0.088, 0.105, 0.123, 0.14, 0.158, 0.176, 0.193, 0.211, 0.228, 0.246, 0.263, 0.281, 0.298, 0.316, 0.333, 0.351, 0.369, 0.386, 0.404, 0.421, 0.439, 0.456, 0.474, 0.491, 0.509, 0.527, 0.544, 0.562, 0.579, 0.597, 0.614, 0.632, 0.649, 0.667, 0.684, 0.702, 0.72, 0.737, 0.755, 0.772, 0.79, 0.807, 0.825, 0.842, 0.86, 0.878, 0.895, 0.913, 0.93, 0.948, 0.965, 0.983, 1.0, 1.018, 1.035, 1.053, 1.071, 1.088, 1.106, 1.123, 1.141, 1.158, 1.176, 1.193, 1.211, 1.229, 1.246, 1.264, 1.281, 1.299, 1.316, 1.334, 1.351, 1.369, 1.387, 1.404, 1.422, 1.439, 1.457, 1.474, 1.492, 1.509, 1.527, 1.544, 1.562, 1.58, 1.597, 1.615, 1.632, 1.65, 1.667, 1.685, 1.702, 1.72, 1.738, 1.755, 1.773, 1.79, 1.808, 1.825, 1.843, 1.86, 1.878, 1.895, 1.913, 1.931, 1.948, 1.966, 1.983, 2.001, 2.018, 2.036, 2.053, 2.071, 2.089, 2.106, 2.124, 2.141, 2.159, 2.176, 2.194, 2.211, 2.229, 2.247, 2.264, 2.282, 2.299, 2.317, 2.334, 2.352, 2.369, 2.387, 2.404, 2.422, 2.44, 2.457, 2.475, 2.492, 2.51, 2.527, 2.545, 2.562, 2.58, 2.598, 2.615, 2.633, 2.65, 2.668, 2.685, 2.703, 2.72, 2.738, 2.755, 2.773, 2.791, 2.808, 2.826, 2.843, 2.861, 2.878, 2.896, 2.913, 2.931, 2.949, 2.966, 2.984, 3.001, 3.019, 3.036, 3.054, 3.071, 3.089, 3.106, 3.124, 3.142)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.78, 0.766, 0.747, 0.735, 0.734, 0.715, 0.705, 0.738, 0.709, 0.719, 0.715, 0.735, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.38, 0.372, 0.356, 0.341, 0.348, 0.348, 0.34, 0.319, 0.335, 0.335, 0.337, 0.335, 0.325, 0.318, 0.318, 0.32, 0.337, 0.341, 0.329, 0.353, 0.355, 0.371, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|(3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.781, 0.762, 0.747, 0.732, 0.732, 0.714, 0.706, 0.731, 0.71, 0.711, 0.717, 0.734, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 0.383, 0.369, 0.355, 0.343, 0.346, 0.345, 0.343, 0.32, 0.333, 0.336, 0.338, 0.333, 0.325, 0.321, 0.32, 0.32, 0.343, 0.337, 0.332, 0.349, 0.35, 0.364, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0)|0.252|0.977
