Tiempo PosX PosY PosZ DesX DesY DesZ Dmin Dcr
0 -0.1045550776260406 0.889638579890044 0.054035423772025554 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.5109736041352342 0.05
0.002 -0.1045550776260406 0.889638579890044 0.054035423772025554 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6613939012346368 0.05
0.004 -0.10455843817695243 0.889649053957592 0.05399215572581059 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6708510336656335 0.05
0.006 -0.10456485841648921 0.8896688406091039 0.05391130579812212 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6581200737834032 0.05
0.008 -0.10457405668326882 0.889696875649471 0.053798007718224544 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6592218159076682 0.05
0.01 -0.10458576970180149 0.8897321853686444 0.053656889619947995 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6524839461559433 0.05
0.012 -0.1045997517329053 0.889773880063602 0.053492117307949894 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6576606428549563 0.05
0.014 -0.10461577370813609 0.8898211478960101 0.05330743418151662 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6581499134193867 0.05
0.016 -0.1046336223626563 0.8898732490896019 0.053106198039008096 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.667591074451598 0.05
0.018000000000000002 -0.1046530993775933 0.8899295104662605 0.05289141497666222 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6663797824386506 0.05
0.020000000000000004 -0.10467402054021357 0.8899893203158493 0.052665770585374916 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6673932866233709 0.05
0.022000000000000006 -0.10469621492805185 0.89005212359176 0.052431658638528084 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6581735402875415 0.05
0.024000000000000007 -0.10471952412137328 0.8901174174218479 0.052191207453239824 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6618187688179828 0.05
0.02600000000000001 -0.10474380144695243 0.8901847469227261 0.05194630409670198 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6621462587843749 0.05
0.02800000000000001 -0.10476891125504435 0.8902537013042064 0.05169861659873523 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6669636198495712 0.05
0.030000000000000013 -0.10479472823055146 0.8903239102499182 0.05144961432142653 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6601392339781171 0.05
0.032000000000000015 -0.10482113673871758 0.8903950405596975 0.051200586626775735 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6705082192991927 0.05
0.034000000000000016 -0.10484803020515554 0.8904667930391972 0.05095265997375914 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6543650431692134 0.05
0.03600000000000002 -0.10487531052962638 0.8905388996222104 0.05070681356713547 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6626194352843309 0.05
0.03800000000000002 -0.10490288753269464 0.8906111207114499 0.050463893671679444 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6572584901309173 0.05
0.04000000000000002 -0.1049306784341738 0.8906832427238597 0.05022462669739414 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6710334670042923 0.05
0.04200000000000002 -0.10495860736213566 0.8907550758270093 0.04998963115354302 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6657220306875133 0.05
0.044000000000000025 -0.10498660489115827 0.8908264518536353 0.049759428562148184 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6639251869235776 0.05
0.04600000000000003 -0.10501460760844303 0.8908972223819678 0.049534453414824986 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6602201911351808 0.05
0.04800000000000003 -0.10504255770640085 0.8909672569700944 0.04931506225051016 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6535776244027907 0.05
0.05000000000000003 -0.10507040260031973 0.89103644153322 0.04910154192573166 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6629381599253932 0.05
0.05200000000000003 -0.10509809456974153 0.8911046768533226 0.04889411714359754 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6562758461202214 0.05
0.054000000000000034 -0.10512559042221055 0.8911718772113137 0.048692957302543693 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6538812621953412 0.05
0.056000000000000036 -0.10515285117810566 0.8912379691324374 0.048498182721162575 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6654894747635545 0.05
0.05800000000000004 -0.10517984177531373 0.8913028902362249 0.04830987029101952 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6623796360003829 0.05
0.06000000000000004 -0.10520653079255977 0.8913665881829052 0.04812805860528166 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.661869603260125 0.05
0.06200000000000004 -0.10523289019026673 0.891429019708722 0.04795275260721657 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6540706972223236 0.05
0.06400000000000004 -0.10525889506787582 0.8914901497431311 0.04778392779911636 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6610332236011256 0.05
0.06600000000000004 -0.10528452343661827 0.8915499506013621 0.04762153404897207 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6570997314543578 0.05
0.06800000000000005 -0.10530975600678347 0.8916084012462879 0.0474654990292335 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6610848084710472 0.05
0.07000000000000005 -0.10533457598858938 0.8916654866140089 0.04731573131924191 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6500608044233589 0.05
0.07200000000000005 -0.10535896890581029 0.8917211969979635 0.047172123200361654 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6625535771922486 0.05
0.07400000000000005 -0.10538292242137087 0.891775527486784 0.04703455317049954 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6608297627178452 0.05
0.07600000000000005 -0.10540642617416375 0.891828477451471 0.04690288820252908 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6554333429068988 0.05
0.07800000000000006 -0.10542947162639581 0.8918800500778191 0.04677698576913597 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6535500260191995 0.05
0.08000000000000006 -0.10545205192080871 0.891930251940329 0.0466566956547641 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6579248389605594 0.05
0.08200000000000006 -0.1054741617471653 0.891979092614156 0.046541861573638016 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6604857048423689 0.05
0.08400000000000006 -0.10549579721742808 0.892026584321902 0.04643232261128302 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6561198800415018 0.05
0.08600000000000006 -0.10551695574909432 0.8920727416123363 0.04632791450551277 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6519096204675177 0.05
0.08800000000000006 -0.10553763595618519 0.8921175810683457 0.046228470781532444 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6552851687788854 0.05
0.09000000000000007 -0.1055578375474209 0.8921611210416428 0.0461338237545911 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6529143967443709 0.05
0.09200000000000007 -0.10557756123113778 0.8922033814119712 0.04604380541247949 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6510287069296281 0.05
0.09400000000000007 -0.10559680862653743 0.8922443833687133 0.04595824818914834 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6563923293556546 0.05
0.09600000000000007 -0.10561558218087959 0.8922841492129996 0.04587698563975931 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6591564798190279 0.05
0.09800000000000007 -0.10563388509225465 0.8923227021785596 0.04579985302661471 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6612914903573379 0.05
0.10000000000000007 -0.10565172123759618 0.8923600662697092 0.045726687824600154 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6547014204453412 0.05
0.10200000000000008 -0.10566909510561427 0.8923962661150036 0.045657330154037445 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6661246747521898 0.05
0.10400000000000008 -0.10568601173434665 0.892431326835199 0.04559162314816492 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6628672008189984 0.05
0.10600000000000008 -0.10570247665304905 0.8924652739242942 0.04552941326183013 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6575732475131377 0.05
0.10800000000000008 -0.10571849582815644 0.8924981331425091 0.04547055052741808 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6502609519361824 0.05
0.11000000000000008 -0.1057340756130685 0.8925299304201695 0.0454148887634937 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6490369159397342 0.05
0.11200000000000009 -0.10574922270152307 0.8925606917715442 0.04536228574117096 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6506479597820611 0.05
0.11400000000000009 -0.10576394408433863 0.8925904432177626 0.04531260331275261 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6601244744753634 0.05
0.11600000000000009 -0.10577824700931662 0.8926192107180164 0.045265707506802755 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6533798065250249 0.05
0.11800000000000009 -0.10579213894411084 0.8926470201083163 0.0452214685934135 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6645689848327427 0.05
0.12000000000000009 -0.10580562754187746 0.892673897047135 0.04517976112310498 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6485047597194882 0.05
0.1220000000000001 -0.10581872060953527 0.8926998669673238 0.045140463942461795 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6544638874641195 0.05
0.1240000000000001 -0.10583142607847024 0.8927249550337433 0.04510346018934033 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6669785926553657 0.05
0.12600000000000008 -0.10584375197753361 0.8927491861060964 0.04506863727020077 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6528840338052628 0.05
0.12800000000000009 -0.105855706408188 0.8927725847064946 0.04503588682188109 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.669895219074176 0.05
0.1300000000000001 -0.10586729752166413 0.8927951749913258 0.045005104659908396 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6534764735153544 0.05
0.1320000000000001 -0.10587853349800186 0.8928169807270352 0.044976190715239645 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6474182590238693 0.05
0.1340000000000001 -0.10588942252685277 0.8928380252694545 0.0449490489611348 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.648764161173794 0.05
0.1360000000000001 -0.10589997278993202 0.892858331546356 0.044923587331699766 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.657297496939347 0.05
0.1380000000000001 -0.10591019244501114 0.892877922042924 0.04489971763347861 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6500338737875455 0.05
0.1400000000000001 -0.10592008961135091 0.8928968187898757 0.04487735545133001 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6470195513232229 0.05
0.1420000000000001 -0.10592967235647902 0.8929150433539706 0.04485642004970555 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6544531748019922 0.05
0.1440000000000001 -0.10593894868422322 0.8929326168306881 0.0448368342703056 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6561619174874844 0.05
0.1460000000000001 -0.10594792652391614 0.8929495598388527 0.04481852442701467 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.6549680239465407 0.05
0.1480000000000001 -0.10595661372069 0.8929658925170192 0.04480142019888475 -0.1045550776260406 0.889638579890044 0.054035423772025554 0.647162123276652 0.05
